Units of Measure,Arithmetic Mean,1st Max Value,1st Max Hour,State Name,CBSA Name
Knots,2.941667,5.8,17,Iowa,"Waterloo-Cedar Falls, IA"
Knots,0.941667,3,6,Iowa,"Waterloo-Cedar Falls, IA"
Knots,1.891667,3.6,22,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.445833,3.6,20,Iowa,"Waterloo-Cedar Falls, IA"
Knots,0.908333,2.8,1,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.145833,3.8,12,Iowa,"Waterloo-Cedar Falls, IA"
Knots,1.995833,3.1,13,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.595833,3.6,11,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.233333,4.3,23,Iowa,"Waterloo-Cedar Falls, IA"
Knots,3.445833,5,1,Iowa,"Waterloo-Cedar Falls, IA"
Knots,3.329167,5.7,3,Iowa,"Waterloo-Cedar Falls, IA"
Knots,1.875,4.3,12,Iowa,"Waterloo-Cedar Falls, IA"
Knots,1.116667,2.5,15,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.666667,6.1,13,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.625,6.9,23,Iowa,"Waterloo-Cedar Falls, IA"
Knots,6.091667,8.9,5,Iowa,"Waterloo-Cedar Falls, IA"
Knots,3.65,5.9,11,Iowa,"Waterloo-Cedar Falls, IA"
Knots,3.5,6.8,11,Iowa,"Waterloo-Cedar Falls, IA"
Knots,5.333333,13.5,16,Iowa,"Waterloo-Cedar Falls, IA"
Knots,3.908333,6.5,16,Iowa,"Waterloo-Cedar Falls, IA"
Knots,7.525,10.4,22,Iowa,"Waterloo-Cedar Falls, IA"
Knots,4.2625,10,0,Iowa,"Waterloo-Cedar Falls, IA"
Knots,1.879167,3.6,11,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.4875,6.4,10,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.9625,6.4,23,Iowa,"Waterloo-Cedar Falls, IA"
Knots,4.633333,6.6,10,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.004167,4.9,15,Iowa,"Waterloo-Cedar Falls, IA"
Knots,1.5125,3,11,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.825,4.8,14,Iowa,"Waterloo-Cedar Falls, IA"
Knots,3.775,4.7,4,Iowa,"Waterloo-Cedar Falls, IA"
Knots,6.175,8.5,15,Iowa,"Waterloo-Cedar Falls, IA"
Knots,5.883333,7.7,14,Iowa,"Waterloo-Cedar Falls, IA"
Knots,1.645833,2.4,0,Iowa,"Waterloo-Cedar Falls, IA"
Knots,3.5875,4.9,20,Iowa,"Waterloo-Cedar Falls, IA"
Knots,6.75,12.3,16,Iowa,"Waterloo-Cedar Falls, IA"
Knots,6.441667,9.6,14,Iowa,"Waterloo-Cedar Falls, IA"
Knots,5.329167,7.3,16,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.791667,4.9,9,Iowa,"Waterloo-Cedar Falls, IA"
Knots,1.829167,4.2,16,Iowa,"Waterloo-Cedar Falls, IA"
Knots,1.783333,4.4,14,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.120833,4.2,15,Iowa,"Waterloo-Cedar Falls, IA"
Knots,4.783333,6,1,Iowa,"Waterloo-Cedar Falls, IA"
Knots,5.629167,8.3,13,Iowa,"Waterloo-Cedar Falls, IA"
Knots,6.45,10.2,14,Iowa,"Waterloo-Cedar Falls, IA"
Knots,6.695833,8,13,Iowa,"Waterloo-Cedar Falls, IA"
Knots,4.9125,6.6,14,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.025,4.7,0,Iowa,"Waterloo-Cedar Falls, IA"
Knots,1.1125,3.1,12,Iowa,"Waterloo-Cedar Falls, IA"
Knots,1.691667,5.6,16,Iowa,"Waterloo-Cedar Falls, IA"
Knots,1.695833,4.1,15,Iowa,"Waterloo-Cedar Falls, IA"
Knots,1.420833,3,16,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.708333,4.6,20,Iowa,"Waterloo-Cedar Falls, IA"
Knots,4.841667,8.1,15,Iowa,"Waterloo-Cedar Falls, IA"
Knots,3.5625,5.7,2,Iowa,"Waterloo-Cedar Falls, IA"
Knots,5.791667,9.7,10,Iowa,"Waterloo-Cedar Falls, IA"
Knots,1.641667,5.1,15,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.6375,5.2,10,Iowa,"Waterloo-Cedar Falls, IA"
Knots,1.65,4,10,Iowa,"Waterloo-Cedar Falls, IA"
Knots,5.379167,10.6,14,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.570833,6.9,10,Iowa,"Waterloo-Cedar Falls, IA"
Knots,3.15,5.7,13,Iowa,"Waterloo-Cedar Falls, IA"
Knots,1.483333,3.5,13,Iowa,"Waterloo-Cedar Falls, IA"
Knots,1.595833,3.7,10,Iowa,"Waterloo-Cedar Falls, IA"
Knots,1.05,2.2,10,Iowa,"Waterloo-Cedar Falls, IA"
Knots,1.379167,3,13,Iowa,"Waterloo-Cedar Falls, IA"
Knots,3.308333,4.8,12,Iowa,"Waterloo-Cedar Falls, IA"
Knots,1.475,2.6,0,Iowa,"Waterloo-Cedar Falls, IA"
Knots,3.7,8,13,Iowa,"Waterloo-Cedar Falls, IA"
Knots,6.266667,13.6,22,Iowa,"Waterloo-Cedar Falls, IA"
Knots,5.429167,8.7,5,Iowa,"Waterloo-Cedar Falls, IA"
Knots,1.420833,4.1,9,Iowa,"Waterloo-Cedar Falls, IA"
Knots,0.983333,2.9,12,Iowa,"Waterloo-Cedar Falls, IA"
Knots,3.079167,4.9,22,Iowa,"Waterloo-Cedar Falls, IA"
Knots,3.25,4.7,8,Iowa,"Waterloo-Cedar Falls, IA"
Knots,1.3625,2.1,12,Iowa,"Waterloo-Cedar Falls, IA"
Knots,3.120833,5.5,17,Iowa,"Waterloo-Cedar Falls, IA"
Knots,4.970833,7.7,11,Iowa,"Waterloo-Cedar Falls, IA"
Knots,1.545833,3.6,9,Iowa,"Waterloo-Cedar Falls, IA"
Knots,3.241667,5.4,15,Iowa,"Waterloo-Cedar Falls, IA"
Knots,5.725,8.9,14,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.2,4.3,0,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.270833,3.8,16,Iowa,"Waterloo-Cedar Falls, IA"
Knots,5.35,10.2,13,Iowa,"Waterloo-Cedar Falls, IA"
Knots,1.533333,2.8,19,Iowa,"Waterloo-Cedar Falls, IA"
Knots,0.895833,1.7,23,Iowa,"Waterloo-Cedar Falls, IA"
Knots,4.3625,10.2,23,Iowa,"Waterloo-Cedar Falls, IA"
Knots,6.020833,10.5,8,Iowa,"Waterloo-Cedar Falls, IA"
Knots,6.529167,10.8,15,Iowa,"Waterloo-Cedar Falls, IA"
Knots,6.8625,10.2,8,Iowa,"Waterloo-Cedar Falls, IA"
Knots,7.191667,9.7,13,Iowa,"Waterloo-Cedar Falls, IA"
Knots,1.991667,3.6,0,Iowa,"Waterloo-Cedar Falls, IA"
Knots,4.954167,8.4,12,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.491667,6.7,9,Iowa,"Waterloo-Cedar Falls, IA"
Knots,3.05,6.2,12,Iowa,"Waterloo-Cedar Falls, IA"
Knots,4,7.1,13,Iowa,"Waterloo-Cedar Falls, IA"
Knots,3.020833,5.3,13,Iowa,"Waterloo-Cedar Falls, IA"
Knots,3.2875,5.1,13,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.554167,3.9,9,Iowa,"Waterloo-Cedar Falls, IA"
Knots,4.416667,8.4,12,Iowa,"Waterloo-Cedar Falls, IA"
Knots,6.7375,10.2,20,Iowa,"Waterloo-Cedar Falls, IA"
Knots,7.366667,9.7,10,Iowa,"Waterloo-Cedar Falls, IA"
Knots,7.120833,9.7,13,Iowa,"Waterloo-Cedar Falls, IA"
Knots,6.825,11.3,11,Iowa,"Waterloo-Cedar Falls, IA"
Knots,5.433333,8.4,14,Iowa,"Waterloo-Cedar Falls, IA"
Knots,4.5375,7.1,16,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.65,5.2,23,Iowa,"Waterloo-Cedar Falls, IA"
Knots,4.029167,7.5,13,Iowa,"Waterloo-Cedar Falls, IA"
Knots,4.079167,7.1,23,Iowa,"Waterloo-Cedar Falls, IA"
Knots,6.675,9.3,12,Iowa,"Waterloo-Cedar Falls, IA"
Knots,3.495833,6.1,13,Iowa,"Waterloo-Cedar Falls, IA"
Knots,3.9,8.2,16,Iowa,"Waterloo-Cedar Falls, IA"
Knots,4.133333,6.9,10,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.645833,3.9,9,Iowa,"Waterloo-Cedar Falls, IA"
Knots,4.5375,9.2,13,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.370833,5,16,Iowa,"Waterloo-Cedar Falls, IA"
Knots,3.383333,6.8,10,Iowa,"Waterloo-Cedar Falls, IA"
Knots,3.179167,6.8,18,Iowa,"Waterloo-Cedar Falls, IA"
Knots,3.495833,4.9,0,Iowa,"Waterloo-Cedar Falls, IA"
Knots,5.6875,11.5,15,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.679167,7.6,6,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.625,6.4,0,Iowa,"Waterloo-Cedar Falls, IA"
Knots,7.370833,12.3,15,Iowa,"Waterloo-Cedar Falls, IA"
Knots,1.445833,4.1,11,Iowa,"Waterloo-Cedar Falls, IA"
Knots,6.35,12.5,12,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.1,4.3,14,Iowa,"Waterloo-Cedar Falls, IA"
Knots,5.120833,8.8,23,Iowa,"Waterloo-Cedar Falls, IA"
Knots,9.625,13.3,4,Iowa,"Waterloo-Cedar Falls, IA"
Knots,3.566667,10,23,Iowa,"Waterloo-Cedar Falls, IA"
Knots,10.5625,16.5,13,Iowa,"Waterloo-Cedar Falls, IA"
Knots,13.454167,22.8,20,Iowa,"Waterloo-Cedar Falls, IA"
Knots,10.058333,15.7,6,Iowa,"Waterloo-Cedar Falls, IA"
Knots,0.966667,4.3,11,Iowa,"Waterloo-Cedar Falls, IA"
Knots,0.970833,4.9,9,Iowa,"Waterloo-Cedar Falls, IA"
Knots,11.395833,18,15,Iowa,"Waterloo-Cedar Falls, IA"
Knots,11.091667,16.2,0,Iowa,"Waterloo-Cedar Falls, IA"
Knots,4.108333,6.3,13,Iowa,"Waterloo-Cedar Falls, IA"
Knots,5.791667,9.8,18,Iowa,"Waterloo-Cedar Falls, IA"
Knots,5.666667,9.6,15,Iowa,"Waterloo-Cedar Falls, IA"
Knots,4.645833,9.6,9,Iowa,"Waterloo-Cedar Falls, IA"
Knots,9.941667,14.8,15,Iowa,"Waterloo-Cedar Falls, IA"
Knots,14.191667,21.5,14,Iowa,"Waterloo-Cedar Falls, IA"
Knots,3.5875,7.9,0,Iowa,"Waterloo-Cedar Falls, IA"
Knots,9.179167,12.2,17,Iowa,"Waterloo-Cedar Falls, IA"
Knots,10.079167,17.3,10,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.083333,6.1,14,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.3125,7.5,23,Iowa,"Waterloo-Cedar Falls, IA"
Knots,7.9,16,21,Iowa,"Waterloo-Cedar Falls, IA"
Knots,10.404167,16.6,8,Iowa,"Waterloo-Cedar Falls, IA"
Knots,15.408333,21.4,15,Iowa,"Waterloo-Cedar Falls, IA"
Knots,13.5,18.1,16,Iowa,"Waterloo-Cedar Falls, IA"
Knots,12.408333,17.8,8,Iowa,"Waterloo-Cedar Falls, IA"
Knots,2.65,5.8,0,Iowa,"Waterloo-Cedar Falls, IA"
Knots,12.658333,20.6,12,Iowa,"Waterloo-Cedar Falls, IA"
Knots,3.9125,9.6,0,Iowa,"Waterloo-Cedar Falls, IA"
Knots,7.508333,13.7,11,Iowa,"Waterloo-Cedar Falls, IA"
Knots,10.304167,17.1,10,Iowa,"Waterloo-Cedar Falls, IA"
Knots,7.520833,10.7,15,Iowa,"Waterloo-Cedar Falls, IA"
Knots,9.495833,14.9,11,Iowa,"Waterloo-Cedar Falls, IA"
Knots,8.129167,11.1,12,Iowa,"Waterloo-Cedar Falls, IA"
Knots,7.858333,13.5,13,Iowa,"Waterloo-Cedar Falls, IA"
Knots,9.666667,12.9,17,Iowa,"Waterloo-Cedar Falls, IA"
Knots,12.116667,17.2,8,Iowa,"Waterloo-Cedar Falls, IA"
Knots,15.058333,19.8,14,Iowa,"Waterloo-Cedar Falls, IA"
Knots,14.275,22.2,10,Iowa,"Waterloo-Cedar Falls, IA"
Knots,9.945833,14,16,Iowa,"Waterloo-Cedar Falls, IA"
Knots,7.0375,12.6,0,Iowa,"Waterloo-Cedar Falls, IA"
Knots,3.495833,7.6,22,Iowa,"Waterloo-Cedar Falls, IA"
Knots,4.8,10.1,12,Iowa,"Waterloo-Cedar Falls, IA"
Knots,7.1625,16.5,23,Iowa,"Waterloo-Cedar Falls, IA"
Knots,10.570833,16.4,8,Iowa,"Waterloo-Cedar Falls, IA"
Knots,4.583333,9.3,14,Iowa,"Waterloo-Cedar Falls, IA"
Knots,6.291667,13.4,15,Iowa,"Waterloo-Cedar Falls, IA"
Knots,7.233333,11.3,10,Iowa,"Waterloo-Cedar Falls, IA"
Knots,5.8,9,12,Iowa,"Waterloo-Cedar Falls, IA"
Knots,7.008333,14,13,Iowa,"Waterloo-Cedar Falls, IA"
Knots,8.754167,17,15,Iowa,"Waterloo-Cedar Falls, IA"
Knots,10.2125,16.1,0,Iowa,"Waterloo-Cedar Falls, IA"
Knots,4.129167,10.7,17,Iowa,"Waterloo-Cedar Falls, IA"
Knots,3.9375,6.6,0,Iowa,"Waterloo-Cedar Falls, IA"
Knots,8.916667,21.1,13,Iowa,"Waterloo-Cedar Falls, IA"
Knots,4.55,8.9,6,Iowa,"Waterloo-Cedar Falls, IA"
Knots,1.658333,4.8,11,Iowa,"Clinton, IA"
Knots,1.05,2.2,14,Iowa,"Clinton, IA"
Knots,1.366667,2.7,21,Iowa,"Clinton, IA"
Knots,1.5875,2.6,0,Iowa,"Clinton, IA"
Knots,0.945833,2.4,22,Iowa,"Clinton, IA"
Knots,2.5,3.8,20,Iowa,"Clinton, IA"
Knots,1.695833,2.6,16,Iowa,"Clinton, IA"
Knots,1.9625,3,13,Iowa,"Clinton, IA"
Knots,1.770833,3,11,Iowa,"Clinton, IA"
Knots,2.129167,3.6,16,Iowa,"Clinton, IA"
Knots,4.4,8.4,16,Iowa,"Clinton, IA"
Knots,2.308333,3.8,14,Iowa,"Clinton, IA"
Knots,2.016667,3.4,11,Iowa,"Clinton, IA"
Knots,2.729167,4.3,21,Iowa,"Clinton, IA"
Knots,2.55,5.1,2,Iowa,"Clinton, IA"
Knots,3.016667,4.2,20,Iowa,"Clinton, IA"
Knots,2.7625,3.9,12,Iowa,"Clinton, IA"
Knots,2.4875,4.8,12,Iowa,"Clinton, IA"
Knots,3.579167,7.6,20,Iowa,"Clinton, IA"
Knots,3.95,7.6,16,Iowa,"Clinton, IA"
Knots,4.391667,6.5,14,Iowa,"Clinton, IA"
Knots,3.254167,5.9,1,Iowa,"Clinton, IA"
Knots,2.695833,5.5,22,Iowa,"Clinton, IA"
Knots,2.183333,4.6,0,Iowa,"Clinton, IA"
Knots,3.6375,5.7,19,Iowa,"Clinton, IA"
Knots,3.3,4.9,8,Iowa,"Clinton, IA"
Knots,1.675,2.8,10,Iowa,"Clinton, IA"
Knots,1.770833,3.3,22,Iowa,"Clinton, IA"
Knots,4.495833,6.5,13,Iowa,"Clinton, IA"
Knots,5.658333,7,13,Iowa,"Clinton, IA"
Knots,2.795833,4.7,0,Iowa,"Clinton, IA"
Knots,2.4125,4.3,11,Iowa,"Clinton, IA"
Knots,1.795833,3.5,0,Iowa,"Clinton, IA"
Knots,2.333333,4.6,13,Iowa,"Clinton, IA"
Knots,2.9,5.9,7,Iowa,"Clinton, IA"
Knots,0,0,0,Iowa,"Clinton, IA"
Knots,0,0,0,Iowa,"Clinton, IA"
Knots,1.095833,3.4,12,Iowa,"Clinton, IA"
Knots,1.025,2.1,12,Iowa,"Clinton, IA"
Knots,1.1625,3.9,14,Iowa,"Clinton, IA"
Knots,1.858333,3,10,Iowa,"Clinton, IA"
Knots,2.220833,4.2,13,Iowa,"Clinton, IA"
Knots,3.783333,5.5,15,Iowa,"Clinton, IA"
Knots,3.183333,5.2,15,Iowa,"Clinton, IA"
Knots,3.254167,4.9,12,Iowa,"Clinton, IA"
Knots,3.4,4.5,12,Iowa,"Clinton, IA"
Knots,2.083333,3.6,12,Iowa,"Clinton, IA"
Knots,0.8125,2.3,15,Iowa,"Clinton, IA"
Knots,1.691667,4.9,14,Iowa,"Clinton, IA"
Knots,1.383333,3.6,13,Iowa,"Clinton, IA"
Knots,2.016667,3.7,19,Iowa,"Clinton, IA"
Knots,3.941667,6.9,12,Iowa,"Clinton, IA"
Knots,2.829167,6.4,12,Iowa,"Clinton, IA"
Knots,3.633333,5.9,10,Iowa,"Clinton, IA"
Knots,2.841667,6.3,12,Iowa,"Clinton, IA"
Knots,1.333333,3,15,Iowa,"Clinton, IA"
Knots,2.579167,5,14,Iowa,"Clinton, IA"
Knots,2.404167,4.5,23,Iowa,"Clinton, IA"
Knots,3.575,6.9,13,Iowa,"Clinton, IA"
Knots,2.125,4,8,Iowa,"Clinton, IA"
Knots,3.825,6,9,Iowa,"Clinton, IA"
Knots,1.858333,4.2,15,Iowa,"Clinton, IA"
Knots,2.383333,4.2,13,Iowa,"Clinton, IA"
Knots,1.5125,2.9,14,Iowa,"Clinton, IA"
Knots,1.445833,2.4,21,Iowa,"Clinton, IA"
Knots,3.404167,5.8,9,Iowa,"Clinton, IA"
Knots,2.870833,5.1,9,Iowa,"Clinton, IA"
Knots,3.633333,6.9,14,Iowa,"Clinton, IA"
Knots,6.375,9.9,21,Iowa,"Clinton, IA"
Knots,3.858333,6.2,8,Iowa,"Clinton, IA"
Knots,0.820833,2.9,10,Iowa,"Clinton, IA"
Knots,1.291667,3.4,13,Iowa,"Clinton, IA"
Knots,4.279167,7.1,19,Iowa,"Clinton, IA"
Knots,5.670833,8,10,Iowa,"Clinton, IA"
Knots,1.525,2.4,19,Iowa,"Clinton, IA"
Knots,3.6625,4.9,4,Iowa,"Clinton, IA"
Knots,5.045833,6.9,13,Iowa,"Clinton, IA"
Knots,2.9125,3.8,11,Iowa,"Clinton, IA"
Knots,3.4,5.6,14,Iowa,"Clinton, IA"
Knots,4.55,8.3,11,Iowa,"Clinton, IA"
Knots,3.133333,5.6,1,Iowa,"Clinton, IA"
Knots,3.529167,5.4,11,Iowa,"Clinton, IA"
Knots,5.416667,8,12,Iowa,"Clinton, IA"
Knots,2.2375,3.6,13,Iowa,"Clinton, IA"
Knots,1.170833,3.4,23,Iowa,"Clinton, IA"
Knots,3.6875,6.8,22,Iowa,"Clinton, IA"
Knots,5.554167,9.1,10,Iowa,"Clinton, IA"
Knots,7.095833,11.8,12,Iowa,"Clinton, IA"
Knots,5.35,7.1,3,Iowa,"Clinton, IA"
Knots,5.441667,8.2,11,Iowa,"Clinton, IA"
Knots,2.079167,3.3,8,Iowa,"Clinton, IA"
Knots,4.1375,6.7,13,Iowa,"Clinton, IA"
Knots,4.3625,6.9,3,Iowa,"Clinton, IA"
Knots,2.958333,6.9,16,Iowa,"Clinton, IA"
Knots,3.566667,6.3,15,Iowa,"Clinton, IA"
Knots,4.4125,6.9,13,Iowa,"Clinton, IA"
Knots,3.575,4.8,16,Iowa,"Clinton, IA"
Knots,4.170833,6.2,9,Iowa,"Clinton, IA"
Knots,4.025,5.6,9,Iowa,"Clinton, IA"
Knots,2.6625,4.6,14,Iowa,"Clinton, IA"
Knots,4.525,6.9,7,Iowa,"Clinton, IA"
Knots,3.758333,6.9,13,Iowa,"Clinton, IA"
Knots,3.758333,6.1,12,Iowa,"Clinton, IA"
Knots,3.183333,5.7,13,Iowa,"Clinton, IA"
Knots,3.104167,5.3,13,Iowa,"Clinton, IA"
Knots,1.333333,2.8,10,Iowa,"Clinton, IA"
Knots,1.933333,3.8,8,Iowa,"Clinton, IA"
Knots,2.158333,4,15,Iowa,"Clinton, IA"
Knots,4.116667,5.9,13,Iowa,"Clinton, IA"
Knots,1.329167,2.6,17,Iowa,"Clinton, IA"
Knots,2.691667,5.6,11,Iowa,"Clinton, IA"
Knots,2.920833,4.7,9,Iowa,"Clinton, IA"
Knots,3.766667,5.8,14,Iowa,"Clinton, IA"
Knots,2.5125,6.3,16,Iowa,"Clinton, IA"
Knots,3.145833,6.1,23,Iowa,"Clinton, IA"
Knots,6.3625,9.3,14,Iowa,"Clinton, IA"
Knots,4.575,7.1,14,Iowa,"Clinton, IA"
Knots,2.195833,4.8,20,Iowa,"Clinton, IA"
Knots,2.6125,5.7,15,Iowa,"Clinton, IA"
Knots,2.170833,3.5,7,Iowa,"Clinton, IA"
Knots,1.95,3.4,0,Iowa,"Clinton, IA"
Knots,2.845833,5.9,9,Iowa,"Clinton, IA"
Knots,1.341667,3,10,Iowa,"Clinton, IA"
Knots,2.795833,5.7,11,Iowa,"Clinton, IA"
Knots,1.054167,2.4,15,Iowa,"Clinton, IA"
Knots,1.225,3,13,Iowa,"Clinton, IA"
Knots,2.45,5.9,12,Iowa,"Clinton, IA"
Knots,2.579167,7,10,Iowa,"Clinton, IA"
Knots,3.358333,8.1,14,Iowa,"Clinton, IA"
Knots,6.133333,9.2,20,Iowa,"Clinton, IA"
Knots,4.591667,7,0,Iowa,"Clinton, IA"
Knots,1.4625,4,10,Iowa,"Clinton, IA"
Knots,1.208333,3.3,11,Iowa,"Clinton, IA"
Knots,5.208333,8.4,18,Iowa,"Clinton, IA"
Knots,7.054167,10.2,13,Iowa,"Clinton, IA"
Knots,2.0875,3.3,14,Iowa,"Clinton, IA"
Knots,4.991667,7.3,22,Iowa,"Clinton, IA"
Knots,7.379167,9.9,12,Iowa,"Clinton, IA"
Knots,2.958333,4.9,1,Iowa,"Clinton, IA"
Knots,2.308333,5.8,14,Iowa,"Clinton, IA"
Knots,4.316667,8.7,11,Iowa,"Clinton, IA"
Knots,2.758333,5.6,2,Iowa,"Clinton, IA"
Knots,3.129167,7.7,20,Iowa,"Clinton, IA"
Knots,6.204167,11.5,12,Iowa,"Clinton, IA"
Knots,2.8125,5.1,19,Iowa,"Clinton, IA"
Knots,1.208333,2.4,13,Iowa,"Clinton, IA"
Knots,3.975,6.3,17,Iowa,"Clinton, IA"
Knots,4.629167,7.6,14,Iowa,"Clinton, IA"
